addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,check_date:opening_hours,name,opening_hours:signed,source,source:date,toilets:wheelchair,wheelchair,geometry,diet:vegetarian,internet_access,internet_access:fee,opening_hours,outdoor_seating,website,wikidata,wikipedia,description,diet:vegan,phone,cuisine,shop,brand,brand:wikidata,contact:website,indoor_seating,check_date,payment:mastercard,payment:visa,url,email,contact:facebook,brand:wikipedia,contact:instagram,alt_name,note,operator,stars,name:en,name:nl,name:zh,delivery,takeaway,start_date,old_name,contact:phone,diet:gluten_free,diet:meat,gluten_free,gay,air_conditioning,smoking,check_date:currency:XBT,fax,bar,brewery,capacity,payment:cash,reservation,toilets,level,toilets:access,opening_hours:kitchen,contact:twitter,payment:credit_cards,payment:debit_cards,name:fr,contact:mobile,image,lunch,addr:suburb,contact:email,building:colour,building:levels,name:vi,addr:housename,branch,addr:floor,changing_table,contact:whatsapp,self_service,nodes,building,ref:bag,walking_time
Amsterdam,,449,,Keizersgracht,restaurant,,The Avocado Show,,,,,yes,POINT (4.8864162 52.3663365),,,,,,https://theavocadoshow.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.7113119534275
,,135,1017HJ,Vijzelstraat,restaurant,,Tokyo Ramen Takeichi,,,,,limited,POINT (4.8920385 52.3624137),,,,"Mo-Fr 12:00-15:00, Sa,Su 12:00-21:30, Mo-Fr 17:00-21:30",,https://takeichi-ramen.eu/locations/dutch-branches/central-branch-vijzelstraat-amsterdam/,,,,,+31 20 752 0229,ramen,,,,,,2023-10-19,yes,yes,,info@takeichi-ramen.eu,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,0,,,,,,,,,,,,,,,,,G,,,,,,,378.68287097331137
,,,,,restaurant,,Eggs Benaddicted,,,,,,POINT (4.8849343 52.3643939),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.40508827957419
Amsterdam,,62,,Korte Leidsedwarsstraat,restaurant,,Pier 62,,,,,,POINT (4.8847851 52.3631098),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.942019515927953
,,,,Voetboogstraat,restaurant,,Sea food bar,,,,,limited,POINT (4.8905828 52.3686539),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.2062697042295
Amsterdam,,56,1017NM,Lange Leidsedwarsstraat,restaurant,,Gandhi,,,,,,POINT (4.8829781 52.3649437),,,,,,https://indianrestaurantgandhi.com/leidseplein/,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,+31 20 624 6966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.680998003106
Amsterdam,,60,1054BR,Eerste Constantijn Huygensstraat,restaurant,,Fiko,,BAG,2021-01-08,,yes,POINT (4.8741057 52.3640237),,,,Mo-Su 18:00-23:00,yes,https://www.fikoamsterdam.com,,,,,+31 20 846 6706,italian_pizza,,,,,yes,,,,,,,,,,,,,Fiko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.6158822794912
Amsterdam,,26,1017BM,Reguliersdwarsstraat,restaurant,,Genki,,BAG;local knowledge,2021-08-08,,limited,POINT (4.890322 52.3664049),,,,"Mo, We 17:00-23:00; Th-Su 13:00-23:00",yes,http://www.restaurantgenki.nl/,,,,,+31 20 626 3727,japanese,,,,,,,,,,info@restaurantgenki.nl,restaurantgenki,,restaurantgenki,,,,,,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.86378253529
,,371-1,,Singel,restaurant,,Seth takeout,,,,,limited,POINT (4.8882808 52.3691315),,,,"Mo,Su off; Tu-Fr 11:30-19:00; Sa 14:00-19:00",,https://www.seth-takeout.nl,,,,,,surinamese,,,,,,2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.6346961366218
,,,,,restaurant,,Gauchos,,,,,,POINT (4.8939566 52.3666792),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.7060786450069
,,,,,restaurant,,Wok to go,,,,,,POINT (4.8941862 52.3666062),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.1517668829028
,,4,,Regulierssteeg,restaurant,,Pho King,,,,,,POINT (4.8948927 52.3667945),,,,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.3280081993922
Amsterdam,,76,1017XR,Weteringschans,restaurant,,AN,,,,,,POINT (4.8937415 52.3593592),,,,Tu-Sa 18:00-22:00,,http://japansrestaurantan.nl,,,,,+31 20 624 4672,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.3544024888544
Amsterdam,,17,1017NE,Lange Leidsedwarsstraat,restaurant,,,,,,,,POINT (4.8840819 52.3644521),only,,,Mo-Su 12:00-22:00,,https://www.vegantemplebar.nl/,,,,only,,,,,,,,,,,,vegantemplebar@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.51070256491681
Amsterdam,,24,1017CS,Thorbeckeplein,restaurant,,Take Thai,,,,,,POINT (4.8955844 52.3651856),,,,Mo-Tu 12:00-22:00; We-Sa 12:00-23:00; Su 17:00-22:00,,https://takethai.net,,,,,+31 20 622 0577,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.1098702356587
Amsterdam,,15-17,1017CS,Thorbeckeplein,restaurant,,Snob,,,,,,POINT (4.8961108 52.3650998),,,,,,https://www.snobstreetfood.nl,,,,,,burger;salad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.5356688105893
,,,,,restaurant,,Milk,,,,,,POINT (4.8808832 52.3646981),yes,,,,,https://www.melkweg.nl/nl/milk/,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.22385395609152
,,,,,restaurant,,Cora,,,,,,POINT (4.8845873 52.3652971),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.69400794901912
,,,,,restaurant,,Umaimon,,,,,,POINT (4.8826683 52.3648158),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.8644969148505
,,,,,restaurant,,Hongdae Amsterdam,,,,,,POINT (4.8848957 52.3638537),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.97334709118856
,,82C,,Stadhouderskade,restaurant,,,,,,,,POINT (4.8931742 52.35772),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bali Brunch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.8110923586702
Amsterdam,,10,1012WZ,Spui,restaurant,,Rouhi,,,,,,POINT (4.8905509 52.3689746),,,,Tu-Sa 10:00-22:00; Su 11:00-17:00,,https://rouhi.nl,,,,,+31 20 705 5180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.6989743660305
,,,,,restaurant,,Umami,,,,,,POINT (4.8775443 52.3632031),,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.5666366294447
,,,,,restaurant,,Joost,,,,,,POINT (4.8780303 52.3625932),,,,,,,,,,,,,,,,,,,,,,,,,,,Located in Vondel hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.5232449587928
,,,,,restaurant,,Grand Café Lido,,,,,,POINT (4.8819472 52.3625269),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.32941689156372
,,,,,restaurant,,,,BAG,2014-02-11,,,"POLYGON ((4.8894297 52.3673174, 4.8894697 52.3672885, 4.8894309 52.3672684, 4.8893903 52.3672978, 4.8894297 52.3673174))",,,,,,,,,,,,seafood,,,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2724039942, 2724039887, 2724039870, 2724039899, 2724039942]",yes,363100012176251,426.38190100469984
Amsterdam,,33,1017HN,Vijzelgracht,restaurant,,Mangia,,BAG,2014-02-11,,,"POLYGON ((4.8916925 52.3610217, 4.8917171 52.3610183, 4.8916929 52.3609508, 4.8916696 52.3609534, 4.8915023 52.3609725, 4.8915018 52.3609731, 4.8915131 52.3610025, 4.8915277 52.3610014, 4.8915311 52.3610102, 4.8915171 52.3610132, 4.8915288 52.3610436, 4.8916925 52.3610217))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2737984035, 2737984022, 2737983747, 2737983752, 2737983811, 2737983816, 2737983971, 2737983966, 2737983994, 2737984013, 2737984112, 2737984035]",yes,0363100012175482,387.69321157515
Amsterdam,,41,1017SM,Weteringstraat,restaurant,,La Cacerola,,BAG,2014-02-11,,,"POLYGON ((4.8888709 52.3611224, 4.8888517 52.3610607, 4.8887343 52.3610744, 4.8887569 52.3611362, 4.8887778 52.3611337, 4.888781 52.3611434, 4.8888302 52.3611373, 4.888827 52.3611276, 4.8888709 52.3611224))",,,,18:00-00:00; Su off,,http://www.restaurantlacacerola.nl/,,,,,+31 20 627 9397,spanish,,,,,,,,,,,,,,,,,,,,,,,1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2737984763, 2737984395, 2737984490, 2737984901, 2737984888, 2737984970, 2737984921, 2737984840, 2737984763]",yes,0363100012171825,263.34848549750313
